latitude,longitude,depth,datetime,magnitude,event_id
55.8,162.6,25,2011-02-20T21:43:28,6.18,20110220_214328.a
-14.24,166.29,12,2011-02-17T20:51:07,5.62,20110217_205107.a
-6.3,149.49,48,2011-02-16T02:15:41,5.55,20110216_021541.a
-2.45,121.57,13,2011-02-15T13:33:54,6.06,20110215_133354.a
-35.67,-73.61,12,2011-02-14T03:40:15,6.62,20110214_034015.a
-36.75,-73.74,18,2011-02-13T13:44:40,5.63,20110213_134440.a
-36.83,-73.74,14,2011-02-13T10:35:10,5.93,20110213_103510.a
-36.78,-73.61,16,2011-02-13T08:51:37,5.9,20110213_085137.a
-20.93,-175.19,112,2011-02-12T17:58:01,6.11,20110212_175801.a
2.11,126.89,24,2011-02-12T11:55:27,5.76,20110212_115527.a
-31.11,-177.4,21,2011-02-12T03:03:09,5.58,20110212_030309.a
0.31,-17.05,15,2011-02-12T02:53:20,5.65,20110212_025320.a
-37.35,-74.0,14,2011-02-12T01:17:05,5.99,20110212_011705.a
-37.45,-74.11,16,2011-02-11T23:39:23,5.98,20110211_233923.a
-36.63,-73.56,18,2011-02-11T20:05:39,6.84,20110211_200539.a
-8.47,104.05,12,2011-02-06T11:21:18,5.68,20110206_112118.a
-37.81,-73.84,21,2011-02-05T16:11:41,5.68,20110205_161141.a
-14.18,166.39,16,2011-02-04T14:21:02,5.91,20110204_142102.a
24.46,94.68,104,2011-02-04T13:53:48,6.26,20110204_135348.a
-15.5,-172.62,19,2011-02-03T20:25:22,5.89,20110203_202522.a
54.76,-160.2,50,2011-02-02T00:38:20,5.91,20110202_003820.a
-21.91,-175.13,90,2011-01-31T06:03:31,6.0,20110131_060331.a
-63.21,-164.59,12,2011-01-29T11:58:21,5.57,20110129_115821.a
70.99,-6.65,17,2011-01-29T06:55:29,6.23,20110129_065529.a
28.02,59.02,14,2011-01-27T08:38:31,6.19,20110127_083831.a
-11.68,166.11,56,2011-01-27T04:00:34,5.5,20110127_040034.a
-15.53,-172.62,19,2011-01-27T00:59:43,5.62,20110127_005943.a
1.87,96.52,23,2011-01-26T15:42:35,6.0,20110126_154235.a
-19.42,-172.81,12,2011-01-24T01:02:07,5.74,20110124_010207.a
2.74,95.32,15,2011-01-22T07:38:58,5.71,20110122_073858.a
28.61,63.9,52,2011-01-18T20:23:31,7.23,20110118_202331.a
2.38,96.17,15,2011-01-18T11:33:47,5.94,20110118_113347.a
-5.37,102.45,35,2011-01-17T19:20:59,6.0,20110117_192059.a
2.26,96.13,17,2011-01-15T11:23:55,5.75,20110115_112355.a
-20.55,168.29,18,2011-01-13T16:43:14,5.94,20110113_164314.a
-20.68,168.34,17,2011-01-13T16:16:51,6.93,20110113_161651.a
23.25,143.12,92,2011-01-10T10:24:22,5.61,20110110_102422.a
-35.77,-73.59,12,2011-01-10T06:02:54,5.9,20110110_060254.a
-19.31,168.13,12,2011-01-09T17:21:57,6.18,20110109_172157.a
-19.11,168.56,38,2011-01-09T13:00:14,5.67,20110109_130014.a
-19.2,168.13,13,2011-01-09T10:03:53,6.5,20110109_100353.a
-0.15,125.04,45,2011-01-08T04:10:57,5.65,20110108_041057.a
4.2,90.37,14,2011-01-07T03:09:59,5.53,20110107_030959.a
31.49,142.29,12,2011-01-05T00:57:33,5.6,20110105_005733.a
-59.6,149.85,15,2011-01-03T16:43:32,5.56,20110103_164332.a
-38.71,-73.84,19,2011-01-02T20:20:26,7.13,20110102_202026.a
-4.73,101.22,21,2011-01-02T15:19:35,5.79,20110102_151935.a
38.79,142.24,44,2012-12-29T14:59:39,5.5,20121229_145939.a
-3.31,148.92,15,2012-12-29T07:59:42,5.88,20121229_075942.a
-35.89,-73.77,12,2012-12-27T00:37:12,5.8,20121227_003712.a
42.46,41.02,16,2012-12-23T13:31:41,5.77,20121223_133141.a
-3.98,-104.23,21,2012-12-17T17:46:51,5.74,20121217_174651.a
-3.96,-104.35,16,2012-12-17T17:41:38,5.91,20121217_174138.a
-0.69,123.93,37,2012-12-17T09:16:32,6.1,20121217_091632.a
49.57,156.29,43,2012-12-17T00:28:58,5.59,20121217_002858.a
-4.88,152.95,57,2012-12-15T19:30:07,6.08,20121215_193007.a
52.31,173.96,33,2012-12-15T04:49:34,6.02,20121215_044934.a
-15.28,-177.96,15,2012-12-14T16:52:44,5.85,20121214_165244.a
31.08,-119.61,21,2012-12-14T10:36:04,6.37,20121214_103604.a
80.88,121.39,12,2012-12-13T23:03:38,5.6,20121213_230338.a
-19.52,-175.95,18,2012-12-12T01:44:24,5.52,20121212_014424.a
0.65,126.2,31,2012-12-11T06:18:31,6.02,20121211_061831.a
6.79,126.3,26,2012-12-09T21:45:36,5.76,20121209_214536.a
-7.29,143.98,12,2012-12-08T16:35:21,5.79,20121208_163521.a
37.94,143.9,25,2012-12-07T08:31:17,6.2,20121207_083117.a
38.01,144.09,58,2012-12-07T08:18:34,7.2,20121207_081834.a
37.77,143.83,20,2012-12-07T08:18:46,7.19,20121207_081846.a
33.41,59.6,15,2012-12-05T17:08:12,5.77,20121205_170812.a
61.38,-151.05,76,2012-12-04T01:42:50,5.77,20121204_014250.a
-54.5,-136.2,14,2012-12-03T09:27:42,5.6,20121203_092742.a
-17.12,167.45,40,2012-12-02T00:54:27,6.11,20121202_005427.a
-3.38,145.71,12,2012-11-29T11:10:29,6.03,20121129_111029.a
-5.33,131.17,70,2012-11-28T08:56:17,5.67,20121128_085617.a
-2.77,129.22,22,2012-11-27T02:59:09,5.67,20121127_025909.a
-9.09,-108.51,15,2012-11-26T00:17:18,5.5,20121126_001718.a
-34.05,-72.31,21,2012-11-21T21:36:26,5.88,20121121_213626.a
-5.9,151.79,20,2012-11-19T09:44:39,5.99,20121119_094439.a
-18.46,-171.99,12,2012-11-17T05:13:01,5.86,20121117_051301.a
49.22,155.87,41,2012-11-16T18:12:45,6.48,20121116_181245.a
-53.95,-134.3,14,2012-11-16T06:24:47,5.63,20121116_062447.a
52.41,173.4,38,2012-11-15T11:22:26,5.6,20121115_112226.a
18.3,-100.48,53,2012-11-15T09:20:23,6.07,20121115_092023.a
-3.06,148.38,12,2012-11-15T08:21:52,5.93,20121115_082152.a
-6.01,151.85,22,2012-11-14T23:41:57,5.61,20121114_234157.a
-29.32,-71.66,69,2012-11-14T19:02:07,6.18,20121114_190207.a
10.11,122.23,37,2012-11-14T05:21:43,5.69,20121114_052143.a
-21.05,-175.79,19,2012-11-13T23:23:50,5.56,20121113_232350.a
-45.8,-77.54,18,2012-11-13T04:31:30,6.03,20121113_043130.a
57.7,-142.97,16,2012-11-12T20:42:16,6.34,20121112_204216.a
13.94,-92.68,12,2012-11-11T22:15:06,6.43,20121111_221506.a
23.06,96.07,20,2012-11-11T18:19:43,5.58,20121111_181943.a
22.6,96.05,12,2012-11-11T10:54:42,5.88,20121111_105442.a
22.73,96.03,17,2012-11-11T01:12:55,6.85,20121111_011255.a
48.9,-128.85,12,2012-11-08T02:01:50,6.15,20121108_020150.a
13.63,-92.61,13,2012-11-07T22:42:49,5.69,20121107_224249.a
14.11,-92.43,21,2012-11-07T16:35:56,7.37,20121107_163556.a
38.4,46.61,15,2012-11-07T06:26:33,5.56,20121107_062633.a
-35.49,-105.0,21,2012-11-06T11:09:35,5.56,20121106_110935.a
9.92,57.04,12,2012-11-06T06:17:26,5.63,20121106_061726.a
1.65,122.09,28,2012-11-06T01:42:26,5.65,20121106_014226.a
1.82,122.2,39,2012-11-06T01:38:23,5.57,20121106_013823.a
1.58,122.15,23,2012-11-06T01:36:23,5.63,20121106_013623.a
37.86,143.69,17,2012-11-05T04:30:28,5.57,20121105_043028.a
7.27,-34.02,15,2012-11-03T12:58:14,5.67,20121103_125814.a
9.23,126.48,46,2012-11-02T18:17:35,6.08,20121102_181735.a
55.74,163.56,23,2012-11-02T01:52:08,5.58,20121102_015208.a
1.51,122.01,32,2012-11-01T23:37:18,5.51,20121101_233718.a
52.15,-132.11,12,2012-10-30T02:49:07,6.21,20121030_024907.a
-0.34,125.36,36,2012-10-29T15:29:53,5.68,20121029_152953.a
-8.17,123.51,14,2012-10-29T06:28:36,5.5,20121029_062836.a
52.14,-132.04,12,2012-10-28T19:10:00,5.79,20121028_191000.a
52.68,-132.9,14,2012-10-28T19:03:25,5.58,20121028_190325.a
52.56,-132.78,12,2012-10-28T18:54:28,6.37,20121028_185428.a
52.61,-132.06,12,2012-10-28T03:04:37,7.77,20121028_030437.a
38.35,141.91,51,2012-10-25T10:32:29,5.61,20121025_103229.a
9.71,-85.6,22,2012-10-24T00:45:39,6.42,20121024_004539.a
-57.56,148.03,16,2012-10-23T09:33:22,5.6,20121023_093322.a
66.42,-18.74,12,2012-10-21T01:25:23,5.58,20121021_012523.a
-13.52,166.51,47,2012-10-20T23:00:36,6.23,20121020_230036.a
-9.28,66.94,18,2012-10-19T10:13:58,5.6,20121019_101358.a
-54.28,143.87,15,2012-10-18T01:27:19,5.93,20121018_012719.a
49.57,156.74,81,2012-10-16T12:41:25,5.58,20121016_124125.a
14.08,-91.32,78,2012-10-15T17:52:20,5.54,20121015_175220.a
51.7,159.89,24,2012-10-15T01:19:07,5.62,20121015_011907.a
41.63,46.31,12,2012-10-14T10:13:39,5.56,20121014_101339.a
48.27,154.81,46,2012-10-14T09:42:02,5.8,20121014_094202.a
-7.33,156.06,50,2012-10-14T04:58:09,5.82,20121014_045809.a
-4.84,133.97,20,2012-10-12T00:31:33,6.57,20121012_003133.a
-32.86,-70.57,107,2012-10-11T17:22:15,5.61,20121011_172215.a
-60.65,153.39,21,2012-10-09T12:32:20,6.57,20121009_123220.a
-2.69,139.33,22,2012-10-09T07:49:55,5.61,20121009_074955.a
-4.57,129.15,12,2012-10-08T11:43:35,6.18,20121008_114335.a
25.17,-109.73,20,2012-10-08T06:26:25,5.99,20121008_062625.a
18.8,120.7,51,2012-10-07T03:14:25,5.54,20121007_031425.a
-64.85,177.67,19,2012-10-02T19:41:30,5.57,20121002_194130.a
39.86,143.3,21,2012-10-01T22:21:50,6.03,20121001_222150.a
-8.99,157.5,12,2012-09-27T23:53:53,5.78,20120927_235353.a
51.56,-178.08,15,2012-09-26T23:39:59,6.48,20120926_233959.a
24.92,-110.29,12,2012-09-25T23:45:27,6.26,20120925_234527.a
-5.81,150.21,88,2012-09-17T20:07:56,5.51,20120917_200756.a
-10.97,113.86,12,2012-09-15T16:32:23,5.73,20120915_163223.a
-39.82,-15.77,12,2012-09-14T07:18:41,5.53,20120914_071841.a
-3.58,100.32,12,2012-09-14T04:51:51,6.26,20120914_045151.a
11.6,143.11,12,2012-09-11T16:36:55,5.94,20120911_163655.a
45.3,151.56,21,2012-09-11T01:28:22,5.54,20120911_012822.a
49.28,155.97,41,2012-09-09T05:39:40,5.95,20120909_053940.a
9.76,-85.58,26,2012-09-08T20:29:36,5.58,20120908_202936.a
-3.22,134.99,25,2012-09-08T10:51:48,6.14,20120908_105148.a
27.47,104.12,12,2012-09-07T03:19:44,5.57,20120907_031944.a
-4.49,-105.99,16,2012-09-06T23:33:09,5.77,20120906_233309.a
-3.51,140.43,31,2012-09-06T06:46:34,5.64,20120906_064634.a
10.0,-85.64,30,2012-09-05T14:42:23,7.62,20120905_144223.a
-12.58,166.14,34,2012-09-05T13:09:16,6.0,20120905_130916.a
7.95,125.0,15,2012-09-03T19:44:24,5.66,20120903_194424.a
-10.96,113.91,17,2012-09-03T18:23:08,6.3,20120903_182308.a
6.68,123.76,12,2012-09-03T06:49:52,5.87,20120903_064952.a
10.45,126.99,13,2012-08-31T23:37:59,5.59,20120831_233759.a
10.85,126.97,45,2012-08-31T12:47:43,7.62,20120831_124743.a
71.44,-9.84,24,2012-08-30T13:43:35,6.74,20120830_134335.a
-50.12,114.1,16,2012-08-30T12:18:46,5.63,20120830_121846.a
12.02,-89.17,12,2012-08-27T04:37:39,7.34,20120827_043739.a
2.16,126.81,91,2012-08-26T15:05:40,6.57,20120826_150540.a
-65.3,-179.83,12,2012-08-26T11:22:25,5.61,20120826_112225.a
42.39,142.86,50,2012-08-25T14:16:21,5.87,20120825_141621.a
-33.32,-179.17,54,2012-08-24T10:01:57,5.61,20120824_100157.a
-27.1,-176.34,32,2012-08-24T04:43:54,5.65,20120824_044354.a
-0.19,92.06,12,2012-08-21T17:39:38,5.6,20120821_173938.a
-4.92,144.6,80,2012-08-19T22:41:55,6.25,20120819_224155.a
47.42,-129.08,15,2012-08-19T08:07:36,5.65,20120819_080736.a
-15.57,-172.6,20,2012-08-18T17:45:09,5.72,20120818_174509.a
2.75,128.73,13,2012-08-18T15:31:45,5.82,20120818_153145.a
-13.46,172.39,12,2012-08-18T10:23:34,5.7,20120818_102334.a
-1.26,120.0,12,2012-08-18T09:41:56,6.31,20120818_094156.a
-36.39,-99.15,18,2012-08-16T13:24:49,5.73,20120816_132449.a
7.7,-36.97,20,2012-08-16T12:08:22,5.55,20120816_120822.a
35.88,82.52,17,2012-08-12T10:47:12,6.2,20120812_104712.a
38.35,46.78,19,2012-08-11T12:34:39,6.35,20120811_123439.a
38.31,46.8,15,2012-08-11T12:23:20,6.45,20120811_122320.a
52.39,-167.32,13,2012-08-10T18:37:48,6.18,20120810_183748.a
19.83,-109.26,24,2012-08-09T02:34:42,5.68,20120809_023442.a
-16.05,178.15,14,2012-08-08T10:57:52,5.91,20120808_105752.a
-7.2,155.64,46,2012-08-03T04:09:02,5.5,20120803_040902.a
-4.93,153.14,54,2012-08-02T09:56:45,6.08,20120802_095645.a
-6.88,131.17,83,2012-08-02T07:37:46,5.5,20120802_073746.a
14.2,-92.88,20,2012-07-29T12:22:15,5.83,20120729_122215.a
22.83,94.32,72,2012-07-29T02:21:14,5.76,20120729_022114.a
-4.85,153.07,58,2012-07-28T20:04:04,6.52,20120728_200404.a
-21.24,169.31,33,2012-07-26T10:48:26,5.64,20120726_104826.a
-21.25,-173.82,20,2012-07-26T10:20:11,5.61,20120726_102011.a
-17.47,65.88,25,2012-07-26T05:33:48,6.62,20120726_053348.a
-9.84,159.71,25,2012-07-25T11:20:35,6.45,20120725_112035.a
2.46,95.93,20,2012-07-25T00:27:49,6.36,20120725_002749.a
-4.84,149.61,12,2012-07-22T07:02:15,5.64,20120722_070215.a
-19.22,173.83,15,2012-07-21T06:12:03,5.91,20120721_061203.a
-37.69,-179.96,15,2012-07-21T04:54:08,5.71,20120721_045408.a
49.24,156.54,27,2012-07-20T06:33:03,5.84,20120720_063303.a
49.22,156.41,27,2012-07-20T06:10:30,6.0,20120720_061030.a
37.12,71.19,111,2012-07-19T07:36:37,5.65,20120719_073637.a
-55.36,-128.96,20,2012-07-18T04:25:30,5.88,20120718_042530.a
-1.28,137.02,13,2012-07-16T16:33:15,5.72,20120716_163315.a
55.69,161.43,87,2012-07-16T03:08:32,5.56,20120716_030832.a
45.32,152.18,14,2012-07-12T12:52:02,5.69,20120712_125202.a
-15.39,-75.67,21,2012-07-11T20:52:41,5.53,20120711_205241.a
-26.01,-177.0,97,2012-07-11T11:12:44,5.73,20120711_111244.a
45.29,151.83,19,2012-07-11T02:31:21,5.69,20120711_023121.a
29.23,130.31,34,2012-07-09T19:25:08,5.58,20120709_192508.a
35.36,28.96,71,2012-07-09T13:55:00,5.74,20120709_135500.a
45.46,151.5,23,2012-07-08T11:33:07,5.96,20120708_113307.a
-4.84,153.22,50,2012-07-07T03:35:33,5.74,20120707_033533.a
-10.86,163.41,111,2012-07-03T03:49:36,5.54,20120703_034936.a
-14.53,-76.02,38,2012-07-02T23:31:40,5.77,20120702_233140.a
25.6,94.73,50,2012-07-01T04:13:55,5.6,20120701_041355.a
-22.2,170.95,92,2012-06-30T16:24:38,5.5,20120630_162438.a
43.42,84.72,28,2012-06-29T21:07:35,6.33,20120629_210735.a
-24.63,-9.67,12,2012-06-29T15:31:47,5.79,20120629_153147.a
27.72,100.75,12,2012-06-24T07:59:35,5.56,20120624_075935.a
57.55,163.67,13,2012-06-24T03:15:06,6.04,20120624_031506.a
2.98,97.77,104,2012-06-23T04:34:54,6.13,20120623_043454.a
-54.27,158.49,17,2012-06-22T04:31:22,5.75,20120622_043122.a
-32.81,-178.14,20,2012-06-22T02:20:10,5.65,20120622_022010.a
53.29,171.53,21,2012-06-19T20:56:45,5.66,20120619_205645.a
53.3,171.49,22,2012-06-19T15:56:35,6.02,20120619_155635.a
38.92,142.15,47,2012-06-17T20:32:25,6.31,20120617_203225.a
-8.46,160.46,36,2012-06-17T03:43:11,5.63,20120617_034311.a
15.66,119.48,28,2012-06-16T22:18:50,5.94,20120616_221850.a
5.66,126.68,43,2012-06-15T01:14:10,5.71,20120615_011410.a
1.35,126.9,76,2012-06-14T20:17:27,5.5,20120614_201727.a
36.07,69.24,24,2012-06-11T05:29:12,5.74,20120611_052912.a
36.28,29.06,28,2012-06-10T12:44:19,6.14,20120610_124419.a
24.48,122.2,81,2012-06-09T21:00:19,5.88,20120609_210019.a
48.73,155.24,44,2012-06-09T14:23:22,5.56,20120609_142322.a
-36.23,-70.97,17,2012-06-07T04:05:10,5.99,20120607_040510.a
22.43,121.4,23,2012-06-06T01:08:36,5.65,20120606_010836.a
34.96,141.21,15,2012-06-05T19:31:38,6.12,20120605_193138.a
-15.17,-177.87,15,2012-06-04T14:18:57,5.78,20120604_141857.a
-8.04,106.35,65,2012-06-04T11:18:16,5.8,20120604_111816.a
5.42,-82.6,18,2012-06-04T03:15:30,6.28,20120604_031530.a
5.31,-82.64,24,2012-06-04T00:45:21,6.29,20120604_004521.a
-0.74,133.18,33,2012-06-01T06:56:23,5.82,20120601_065623.a
-77.02,-149.8,13,2012-06-01T05:07:05,5.55,20120601_050705.a
-0.7,133.27,34,2012-05-31T23:01:02,5.61,20120531_230102.a
44.92,11.15,12,2012-05-29T07:00:06,5.87,20120529_070006.a
54.39,168.94,12,2012-05-29T02:40:56,5.67,20120529_024056.a
73.01,5.59,12,2012-05-24T22:47:49,6.26,20120524_224749.a
-50.4,139.47,14,2012-05-23T23:19:22,5.92,20120523_231922.a
-50.48,139.42,12,2012-05-23T22:59:55,6.01,20120523_225955.a
41.39,142.22,54,2012-05-23T15:02:28,5.98,20120523_150228.a
42.51,23.05,13,2012-05-22T00:00:33,5.61,20120522_000033.a
39.72,143.41,15,2012-05-20T08:21:02,5.51,20120520_082102.a
39.61,143.58,17,2012-05-20T07:20:44,6.35,20120520_072044.a
44.89,11.44,12,2012-05-20T02:03:56,6.09,20120520_020356.a
39.67,143.6,18,2012-05-19T19:05:22,5.83,20120519_190522.a
-25.84,-71.14,33,2012-05-19T08:35:15,5.87,20120519_083515.a
-44.9,-80.51,21,2012-05-18T02:00:47,6.35,20120518_020047.a
38.69,70.21,22,2012-05-12T23:28:44,5.7,20120512_232844.a
-28.78,-112.67,15,2012-05-10T02:14:01,5.93,20120510_021401.a
-0.74,-13.41,18,2012-05-09T14:49:54,5.58,20120509_144954.a
41.46,46.68,15,2012-05-07T04:40:30,5.86,20120507_044030.a
-13.78,-76.0,34,2012-05-06T12:41:02,5.55,20120506_124102.a
-21.63,-173.67,13,2012-05-05T20:23:36,5.55,20120505_202336.a
21.48,-108.74,15,2012-05-03T04:59:56,5.52,20120503_045956.a
-35.97,-102.87,17,2012-05-02T17:06:07,5.5,20120502_170607.a
-54.59,143.89,12,2012-05-02T12:18:01,5.77,20120502_121801.a
14.38,-93.35,13,2012-05-01T22:43:37,6.03,20120501_224337.a
18.36,-100.95,60,2012-05-01T16:37:59,5.75,20120501_163759.a
1.73,89.6,12,2012-04-30T08:00:11,5.74,20120430_080011.a
-29.88,-71.81,39,2012-04-30T07:39:49,5.61,20120430_073949.a
35.62,140.71,48,2012-04-29T10:28:54,5.82,20120429_102854.a
2.6,94.27,12,2012-04-29T08:09:07,5.71,20120429_080907.a
-5.59,152.12,30,2012-04-28T19:21:06,5.56,20120428_192106.a
8.89,94.07,17,2012-04-25T07:42:26,5.85,20120425_074226.a
35.68,140.8,45,2012-04-24T20:22:12,5.51,20120424_202212.a
-24.27,-175.31,18,2012-04-24T15:15:43,5.57,20120424_151543.a
8.88,94.06,13,2012-04-24T14:57:15,5.64,20120424_145715.a
5.67,61.39,12,2012-04-24T09:50:59,5.62,20120424_095059.a
48.36,155.1,34,2012-04-23T22:40:26,5.7,20120423_224026.a
0.18,125.54,50,2012-04-23T21:21:46,5.71,20120423_212146.a
-52.93,140.18,12,2012-04-22T13:11:21,5.53,20120422_131121.a
-1.62,134.27,12,2012-04-21T01:25:15,6.02,20120421_012515.a
-35.39,-15.85,19,2012-04-21T01:19:34,5.74,20120421_011934.a
-1.57,134.33,18,2012-04-21T01:16:56,6.66,20120421_011656.a
2.22,93.36,41,2012-04-20T23:14:33,5.86,20120420_231433.a
3.15,93.73,12,2012-04-20T22:29:05,5.81,20120420_222905.a
3.28,93.65,12,2012-04-20T22:19:51,5.76,20120420_221951.a
-59.26,-16.34,13,2012-04-17T19:04:00,6.17,20120417_190400.a
-32.77,-71.69,40,2012-04-17T03:50:24,6.68,20120417_035024.a
36.4,21.41,25,2012-04-16T11:23:46,5.82,20120416_112346.a
-2.62,121.91,15,2012-04-16T02:17:52,5.88,20120416_021752.a
2.49,90.31,33,2012-04-15T05:57:42,6.26,20120415_055742.a
-19.01,168.66,12,2012-04-14T22:05:32,6.32,20120414_220532.a
-7.16,105.25,41,2012-04-14T19:26:45,5.87,20120414_192645.a
49.3,156.04,90,2012-04-14T15:13:15,5.61,20120414_151315.a
-57.59,-65.76,20,2012-04-14T10:56:22,6.23,20120414_105622.a
36.98,141.35,12,2012-04-13T10:10:05,5.71,20120413_101005.a
28.57,-112.76,16,2012-04-12T07:16:04,7.04,20120412_071604.a
28.9,-113.09,16,2012-04-12T07:06:05,6.08,20120412_070605.a
1.75,89.68,14,2012-04-11T23:56:33,5.83,20120411_235633.a
18.1,-102.97,20,2012-04-11T22:55:17,6.65,20120411_225517.a
2.83,89.55,12,2012-04-11T22:52:05,5.79,20120411_225205.a
43.4,-127.92,20,2012-04-11T22:41:48,5.98,20120411_224148.a
0.9,92.31,55,2012-04-11T10:43:38,8.24,20120411_104338.a
2.35,92.82,46,2012-04-11T08:39:31,8.57,20120411_083931.a
-0.87,-13.92,20,2012-04-10T05:09:12,5.87,20120410_050912.a
16.58,-98.35,12,2012-04-02T17:36:45,6.05,20120402_173645.a
37.1,141.23,52,2012-04-01T14:04:27,5.75,20120401_140427.a
-57.15,-140.77,25,2012-03-28T08:25:53,5.6,20120328_082553.a
39.76,142.22,14,2012-03-27T11:00:48,6.02,20120327_110048.a
10.29,-104.19,12,2012-03-26T18:12:56,6.0,20120326_181256.a
-30.1,60.56,12,2012-03-26T16:58:11,5.62,20120326_165811.a
-35.31,-72.41,34,2012-03-25T22:37:20,7.12,20120325_223720.a
-54.66,-135.68,15,2012-03-25T01:05:38,5.73,20120325_010538.a
-54.65,-135.55,24,2012-03-24T22:18:47,5.57,20120324_221847.a
16.6,-98.39,15,2012-03-20T18:02:54,7.46,20120320_180254.a
-3.92,140.31,59,2012-03-20T17:56:22,6.25,20120320_175622.a
-14.61,-175.42,19,2012-03-19T23:46:38,5.76,20120319_234638.a
-35.09,-107.79,18,2012-03-17T19:50:26,5.87,20120317_195026.a
3.73,63.4,12,2012-03-17T17:00:57,5.51,20120317_170057.a
9.97,125.56,21,2012-03-16T07:58:04,5.82,20120316_075804.a
-5.98,151.0,48,2012-03-14T21:13:17,6.17,20120314_211317.a
35.83,140.89,23,2012-03-14T12:05:08,5.98,20120314_120508.a
40.91,144.9,19,2012-03-14T10:49:28,6.11,20120314_104928.a
40.88,144.93,13,2012-03-14T09:08:42,6.95,20120314_090842.a
14.95,-93.34,57,2012-03-13T23:06:45,5.52,20120313_230645.a
36.88,73.24,22,2012-03-12T06:06:41,5.69,20120312_060641.a
-19.06,169.6,12,2012-03-09T07:10:00,6.63,20120309_071000.a
39.49,81.47,44,2012-03-08T22:50:11,5.85,20120308_225011.a
-2.63,138.98,38,2012-03-07T12:00:47,5.67,20120307_120047.a
12.45,123.64,18,2012-03-05T23:06:29,5.53,20120305_230629.a
-21.77,169.64,28,2012-03-04T12:49:08,5.77,20120304_124908.a
-22.33,170.22,24,2012-03-03T12:20:01,6.59,20120303_122001.a
35.47,141.12,23,2012-02-29T14:32:47,5.63,20120229_143247.a
51.69,96.0,20,2012-02-26T06:17:24,6.65,20120226_061724.a
-24.81,-177.1,16,2012-02-26T05:21:29,6.01,20120226_052129.a
22.69,120.7,25,2012-02-26T02:35:01,5.93,20120226_023501.a
-5.06,133.6,38,2012-02-22T10:45:27,5.5,20120222_104527.a
14.35,-93.31,13,2012-02-20T19:09:40,5.56,20120220_190940.a
-17.47,65.83,18,2012-02-16T02:20:29,5.75,20120216_022029.a
43.4,-127.68,18,2012-02-15T03:31:22,5.89,20120215_033122.a
-10.44,161.13,57,2012-02-14T08:20:01,6.4,20120214_082001.a
36.17,141.73,26,2012-02-14T06:22:03,5.85,20120214_062203.a
36.19,141.68,27,2012-02-14T03:27:51,5.52,20120214_032751.a
41.16,-123.79,29,2012-02-13T21:07:06,5.62,20120213_210706.a
9.01,-84.14,22,2012-02-13T10:55:14,5.88,20120213_105514.a
-0.96,126.94,20,2012-02-11T07:06:50,5.61,20120211_070650.a
-37.54,-73.68,24,2012-02-11T02:58:24,5.63,20120211_025824.a
-0.33,132.61,20,2012-02-10T05:34:08,5.65,20120210_053408.a
-58.28,157.97,21,2012-02-09T18:52:52,5.88,20120209_185252.a
9.91,123.07,12,2012-02-06T11:33:38,5.88,20120206_113338.a
9.9,123.13,12,2012-02-06T10:10:21,6.04,20120206_101021.a
9.99,123.24,12,2012-02-06T04:20:04,5.59,20120206_042004.a
10.03,123.26,12,2012-02-06T03:49:19,6.67,20120206_034919.a
-17.94,167.12,12,2012-02-05T16:40:45,5.99,20120205_164045.a
12.99,57.49,12,2012-02-04T21:50:49,5.51,20120204_215049.a
48.66,-128.17,12,2012-02-04T20:05:32,5.64,20120204_200532.a
12.05,125.91,18,2012-02-04T13:09:28,5.75,20120204_130928.a
-20.77,-173.54,16,2012-02-04T07:40:18,5.66,20120204_074018.a
-17.4,167.11,12,2012-02-03T04:33:12,5.71,20120203_043312.a
-17.4,167.13,12,2012-02-03T03:46:26,6.08,20120203_034626.a
-17.69,167.11,20,2012-02-02T13:34:49,7.03,20120202_133449.a
-6.72,149.82,21,2012-02-02T09:32:16,5.56,20120202_093216.a
-6.72,149.83,25,2012-02-02T06:46:30,5.53,20120202_064630.a
-14.26,-76.05,46,2012-01-30T05:11:05,6.39,20120130_051105.a
-29.23,-176.95,33,2012-01-28T17:42:56,5.86,20120128_174256.a
-36.74,-110.73,17,2012-01-28T04:43:46,5.59,20120128_044346.a
40.23,142.51,44,2012-01-28T00:22:18,5.58,20120128_002218.a
13.55,124.73,25,2012-01-28T00:17:12,5.51,20120128_001712.a
-36.5,-73.42,22,2012-01-23T16:04:57,6.12,20120123_160457.a
-56.8,-24.52,12,2012-01-22T05:53:49,5.94,20120122_055349.a
14.85,-93.35,60,2012-01-21T18:47:14,6.19,20120121_184714.a
-46.62,165.38,19,2012-01-19T06:48:52,5.93,20120119_064852.a
-11.02,165.37,19,2012-01-19T05:58:43,5.7,20120119_055843.a
-0.86,126.81,15,2012-01-18T12:50:23,5.75,20120118_125023.a
-31.86,-71.96,39,2012-01-17T23:23:24,5.59,20120117_232324.a
-31.76,-71.95,34,2012-01-17T23:21:38,5.67,20120117_232138.a
11.18,126.0,31,2012-01-17T12:55:37,5.7,20120117_125537.a
-60.68,-56.27,12,2012-01-16T03:59:50,5.72,20120116_035950.a
-60.73,-56.22,18,2012-01-15T14:21:37,5.96,20120115_142137.a
-60.62,-56.47,14,2012-01-15T13:40:26,6.55,20120115_134026.a
19.35,120.87,35,2012-01-14T16:36:24,5.8,20120114_163624.a
