latitude,longitude,depth,datetime,magnitude,event_id
-60.91,-26.81,12,2012-01-13T16:02:28,5.54,20120113_160228.a
37.06,141.25,16,2012-01-12T03:20:51,5.63,20120112_032051.a
2.59,92.98,24,2012-01-10T18:37:13,7.19,20120110_183713.a
-10.56,165.04,42,2012-01-09T04:07:21,6.41,20120109_040721.a
-28.49,-176.59,28,2012-01-07T18:38:14,5.65,20120107_183814.a
-17.8,-172.66,18,2012-01-05T01:13:41,5.53,20120105_011341.a
1.41,126.33,29,2013-12-29T15:37:40,5.75,20131229_153740.a
-5.9,153.74,34,2013-12-29T12:49:21,5.54,20131229_124921.a
20.8,146.96,14,2013-12-28T19:31:29,5.56,20131228_193129.a
-18.15,-174.0,108,2013-12-28T19:06:21,5.86,20131228_190621.a
-1.08,-15.03,20,2013-12-28T18:59:09,5.9,20131228_185909.a
35.82,30.97,53,2013-12-28T15:21:06,5.93,20131228_152106.a
-56.58,-142.68,13,2013-12-28T06:43:39,5.59,20131228_064339.a
12.61,143.02,101,2013-12-23T09:12:30,5.83,20131223_091230.a
-46.39,96.07,15,2013-12-22T10:03:13,5.64,20131222_100313.a
-46.36,96.16,13,2013-12-22T07:29:07,5.6,20131222_072907.a
35.61,140.79,45,2013-12-21T01:34:17,5.56,20131221_013417.a
-6.9,128.23,12,2013-12-19T21:34:14,5.5,20131219_213414.a
20.86,146.99,12,2013-12-17T23:38:11,6.19,20131217_233811.a
-46.02,165.82,20,2013-12-16T12:07:30,5.67,20131216_120730.a
-58.77,148.79,18,2013-12-16T04:11:53,5.61,20131216_041153.a
35.6,140.79,41,2013-12-14T04:06:18,5.58,20131214_040618.a
44.53,149.24,28,2013-12-08T17:24:57,6.11,20131208_172457.a
6.6,126.16,43,2013-12-03T23:58:52,5.6,20131203_235852.a
-53.23,25.69,18,2013-12-02T12:18:52,5.61,20131202_121852.a
1.91,96.58,21,2013-12-01T06:30:03,6.01,20131201_063003.a
41.67,-127.18,17,2013-12-01T03:19:40,5.53,20131201_031940.a
-7.02,128.29,13,2013-12-01T01:24:17,6.49,20131201_012417.a
29.22,51.09,13,2013-11-28T13:51:37,5.62,20131128_135137.a
-53.97,-53.95,18,2013-11-25T07:21:22,5.94,20131125_072122.a
-54.05,-54.59,16,2013-11-25T06:27:45,6.92,20131125_062745.a
45.57,151.2,36,2013-11-25T05:56:54,5.95,20131125_055654.a
34.18,45.43,19,2013-11-24T18:05:43,5.51,20131124_180543.a
36.75,86.8,17,2013-11-23T23:30:46,5.66,20131123_233046.a
34.22,45.44,14,2013-11-22T18:31:01,5.7,20131122_183101.a
34.28,45.31,18,2013-11-22T06:51:29,5.67,20131122_065129.a
12.24,95.2,12,2013-11-20T10:09:20,5.61,20131120_100920.a
-63.2,-165.16,15,2013-11-19T23:18:03,5.78,20131119_231803.a
8.98,138.52,12,2013-11-19T15:16:52,5.94,20131119_151652.a
2.79,128.34,38,2013-11-19T13:32:55,6.11,20131119_133255.a
-60.49,-45.32,24,2013-11-17T09:05:41,7.78,20131117_090541.a
35.57,140.26,58,2013-11-16T11:44:44,5.51,20131116_114444.a
4.29,90.01,24,2013-11-16T10:26:47,5.74,20131116_102647.a
-60.6,-46.81,12,2013-11-16T09:35:50,5.55,20131116_093550.a
-60.54,-47.0,17,2013-11-16T03:34:44,6.88,20131116_033444.a
41.51,142.26,56,2013-11-15T02:00:36,5.53,20131115_020036.a
-60.5,-47.52,17,2013-11-13T23:45:52,6.03,20131113_234552.a
51.47,-178.77,22,2013-11-13T03:57:43,5.8,20131113_035743.a
54.79,162.29,30,2013-11-12T07:03:54,6.5,20131112_070354.a
-54.95,-130.63,23,2013-11-10T21:13:54,5.7,20131110_211354.a
35.95,140.21,65,2013-11-09T22:37:54,5.63,20131109_223754.a
-11.88,167.47,12,2013-11-09T03:45:16,5.51,20131109_034516.a
-1.29,67.49,15,2013-11-08T09:51:04,5.58,20131108_095104.a
-22.41,171.61,117,2013-11-07T16:46:39,5.73,20131107_164639.a
-5.99,148.94,94,2013-11-03T02:42:57,5.83,20131103_024257.a
-19.11,-172.27,18,2013-11-02T19:06:01,5.63,20131102_190601.a
-19.33,-172.26,12,2013-11-02T18:53:52,6.25,20131102_185352.a
-23.69,-112.6,15,2013-11-02T15:52:52,6.02,20131102_155252.a
-30.46,-71.86,36,2013-10-31T23:04:07,6.49,20131031_230407.a
23.64,121.39,20,2013-10-31T12:02:12,6.29,20131031_120212.a
-35.43,-73.48,12,2013-10-30T02:51:57,6.26,20131030_025157.a
-35.46,-73.36,13,2013-10-30T02:29:19,5.9,20131030_022919.a
-61.73,154.43,15,2013-10-29T10:38:00,5.96,20131029_103800.a
37.21,144.53,32,2013-10-27T18:13:09,5.63,20131027_181309.a
37.21,144.69,34,2013-10-25T21:27:39,5.74,20131025_212739.a
37.17,144.66,25,2013-10-25T17:10:25,7.14,20131025_171025.a
-58.42,-13.7,23,2013-10-24T19:25:27,6.64,20131024_192527.a
-30.86,-178.08,62,2013-10-24T00:25:49,5.57,20131024_002549.a
-23.14,-174.42,17,2013-10-21T04:02:00,5.59,20131021_040200.a
35.44,76.95,16,2013-10-21T02:27:13,5.56,20131021_022713.a
-56.56,-25.32,20,2013-10-20T13:16:46,5.56,20131020_131646.a
-6.85,154.74,33,2013-10-19T22:49:57,5.56,20131019_224957.a
26.19,-110.53,16,2013-10-19T17:55:03,6.57,20131019_175503.a
-10.98,165.74,46,2013-10-17T11:13:12,5.5,20131017_111312.a
-6.69,154.93,46,2013-10-16T10:31:05,6.78,20131016_103105.a
9.82,123.79,12,2013-10-15T08:42:51,5.69,20131015_084251.a
9.96,124.24,12,2013-10-15T08:36:21,5.61,20131015_083621.a
9.84,123.96,12,2013-10-15T00:12:50,7.1,20131015_001250.a
3.79,95.94,46,2013-10-13T17:32:47,5.6,20131013_173247.a
-36.71,78.63,13,2013-10-12T20:01:42,5.54,20131012_200142.a
35.37,23.37,15,2013-10-12T13:11:56,6.76,20131012_131156.a
10.86,-62.15,78,2013-10-12T02:10:32,5.98,20131012_021032.a
-58.82,148.78,12,2013-10-08T13:39:59,5.74,20131008_133959.a
-36.41,-98.18,25,2013-10-06T21:33:31,6.2,20131006_213331.a
-38.64,78.21,12,2013-10-04T17:26:23,6.38,20131004_172623.a
11.35,57.43,20,2013-10-02T01:06:40,5.75,20131002_010640.a
49.52,-28.33,12,2013-09-30T08:16:11,5.5,20130930_081611.a
-30.83,-177.99,51,2013-09-30T05:56:01,6.41,20130930_055601.a
-37.57,-73.81,22,2013-09-29T23:23:20,5.55,20130929_232320.a
-16.5,-173.37,106,2013-09-28T11:13:55,5.5,20130928_111355.a
27.11,65.5,15,2013-09-28T07:34:12,6.84,20130928_073412.a
14.4,-93.73,12,2013-09-26T06:46:07,5.65,20130926_064607.a
-16.03,-74.81,46,2013-09-25T16:42:52,7.04,20130925_164252.a
-50.03,-114.25,12,2013-09-25T06:51:40,6.01,20130925_065140.a
26.96,65.53,15,2013-09-24T17:20:17,5.76,20130924_172017.a
26.7,65.04,12,2013-09-24T11:30:08,7.76,20130924_113008.a
7.54,59.52,12,2013-09-24T07:22:54,5.5,20130924_072254.a
-33.42,-177.78,12,2013-09-21T16:49:03,5.71,20130921_164903.a
22.88,96.04,12,2013-09-20T12:24:49,5.67,20130920_122449.a
-3.22,144.2,12,2013-09-18T20:53:37,5.55,20130918_205337.a
51.51,-174.67,24,2013-09-15T16:21:41,6.09,20130915_162141.a
51.45,-174.69,22,2013-09-14T15:42:49,5.91,20130914_154249.a
-4.45,-104.84,16,2013-09-11T12:44:19,6.05,20130911_124419.a
1.59,122.22,21,2013-09-09T21:41:36,5.6,20130909_214136.a
14.54,-92.11,80,2013-09-07T00:13:37,6.43,20130907_001337.a
-46.83,33.59,18,2013-09-06T02:28:13,5.57,20130906_022813.a
10.3,-86.45,21,2013-09-05T12:29:19,5.82,20130905_122919.a
51.4,-174.54,20,2013-09-05T05:43:41,5.71,20130905_054341.a
15.29,-45.03,12,2013-09-05T04:01:38,5.98,20130905_040138.a
51.41,-174.85,26,2013-09-04T06:27:06,6.04,20130904_062706.a
51.44,-174.77,25,2013-09-04T06:16:52,5.78,20130904_061652.a
51.37,-174.65,22,2013-09-04T04:16:31,5.89,20130904_041631.a
51.37,-174.82,21,2013-09-04T02:32:35,6.51,20130904_023235.a
51.14,-130.43,17,2013-09-04T00:23:13,6.0,20130904_002313.a
51.11,-130.61,12,2013-09-03T20:19:10,6.08,20130903_201910.a
-6.76,155.0,45,2013-09-02T04:30:20,5.92,20130902_043020.a
-28.93,-176.1,46,2013-09-01T19:50:46,5.73,20130901_195046.a
51.3,-174.87,19,2013-08-31T06:38:40,6.01,20130831_063840.a
28.15,99.4,13,2013-08-31T00:04:20,5.7,20130831_000420.a
51.44,-175.12,27,2013-08-30T16:25:09,6.97,20130830_162509.a
-33.45,56.99,16,2013-08-25T16:07:19,5.81,20130825_160719.a
-22.96,-174.58,17,2013-08-24T08:40:33,5.69,20130824_084033.a
17.0,-99.54,23,2013-08-21T12:38:35,6.17,20130821_123835.a
-22.39,171.53,112,2013-08-21T04:43:23,5.7,20130821_044323.a
-34.89,54.12,12,2013-08-17T16:32:35,6.18,20130817_163235.a
-41.76,174.17,18,2013-08-16T05:31:20,5.85,20130816_053120.a
-41.72,174.0,15,2013-08-16T03:09:13,5.85,20130816_030913.a
-41.82,173.93,12,2013-08-16T02:45:33,5.56,20130816_024533.a
-41.76,174.04,12,2013-08-16T02:31:15,6.53,20130816_023115.a
5.77,-78.19,21,2013-08-13T15:43:21,6.63,20130813_154321.a
-56.71,-142.42,21,2013-08-12T18:03:38,5.72,20130812_180338.a
-5.52,-82.13,12,2013-08-12T09:49:32,6.21,20130812_094932.a
-7.24,129.83,105,2013-08-12T00:53:45,6.1,20130812_005345.a
30.02,97.95,13,2013-08-11T21:23:43,5.79,20130811_212343.a
-16.76,167.24,18,2013-08-06T17:21:59,5.63,20130806_172159.a
-16.74,167.32,14,2013-08-06T16:46:25,5.7,20130806_164625.a
-22.58,173.88,17,2013-08-06T10:41:38,5.83,20130806_104138.a
38.23,141.83,54,2013-08-04T03:28:52,5.84,20130804_032852.a
-15.16,-173.29,56,2013-08-01T20:01:51,5.98,20130801_200151.a
-58.12,-23.51,17,2013-07-26T21:33:05,6.27,20130726_213305.a
-45.89,34.93,21,2013-07-22T07:01:47,6.29,20130722_070147.a
34.6,104.31,17,2013-07-21T23:45:58,5.99,20130721_234558.a
-41.63,174.17,12,2013-07-21T05:09:39,6.5,20130721_050939.a
-41.71,174.2,13,2013-07-20T19:17:15,5.68,20130720_191715.a
-30.43,-176.3,45,2013-07-19T11:40:46,5.75,20130719_114046.a
-16.71,167.61,27,2013-07-19T02:20:43,5.67,20130719_022043.a
-15.73,-71.83,12,2013-07-17T02:37:47,5.98,20130717_023747.a
-63.37,-62.41,12,2013-07-16T19:41:59,5.63,20130716_194159.a
-6.57,154.69,44,2013-07-16T09:35:59,5.9,20130716_093559.a
-61.05,-23.51,22,2013-07-15T14:04:07,7.33,20130715_140407.a
-15.23,-172.74,21,2013-07-15T13:59:12,5.78,20130715_135912.a
-30.18,-177.14,28,2013-07-10T14:44:06,5.64,20130710_144406.a
16.81,40.86,14,2013-07-08T15:30:30,5.54,20130708_153030.a
13.25,-89.48,69,2013-07-08T02:52:44,5.73,20130708_025244.a
-9.13,113.06,71,2013-07-08T02:13:44,5.73,20130708_021344.a
-6.21,149.78,53,2013-07-07T20:30:10,6.56,20130707_203010.a
-3.58,100.22,21,2013-07-06T05:05:10,6.07,20130706_050510.a
-7.22,155.68,41,2013-07-04T17:16:00,6.04,20130704_171600.a
1.69,30.76,19,2013-07-03T19:21:47,5.69,20130703_192147.a
51.48,-167.13,12,2013-07-03T03:40:31,5.66,20130703_034031.a
-35.92,-102.97,20,2013-07-02T18:39:47,5.64,20130702_183947.a
4.66,96.76,12,2013-07-02T13:55:41,5.52,20130702_135541.a
-15.67,-173.42,89,2013-07-02T09:38:48,5.51,20130702_093848.a
4.74,96.68,16,2013-07-02T07:37:05,6.12,20130702_073705.a
23.86,122.05,32,2013-06-28T23:51:51,5.66,20130628_235151.a
-0.33,125.04,35,2013-06-26T22:59:02,5.54,20130626_225902.a
10.91,-42.46,18,2013-06-24T22:04:17,6.46,20130624_220417.a
-6.78,148.66,22,2013-06-24T09:55:51,5.66,20130624_095551.a
-6.7,148.67,24,2013-06-24T08:01:48,5.68,20130624_080148.a
-36.49,52.42,20,2013-06-17T11:21:46,5.6,20130617_112146.a
34.22,25.19,20,2013-06-16T21:39:07,6.12,20130616_213907.a
-58.33,158.0,12,2013-06-16T13:31:40,5.73,20130616_133140.a
18.25,-99.18,50,2013-06-16T05:19:04,5.86,20130616_051904.a
-56.38,-26.99,79,2013-06-16T02:51:37,5.51,20130616_025137.a
11.62,-87.3,39,2013-06-15T17:34:35,6.43,20130615_173435.a
34.2,25.06,12,2013-06-15T16:11:05,6.32,20130615_161105.a
-10.2,107.24,28,2013-06-13T17:23:56,5.58,20130613_172356.a
-10.15,107.37,13,2013-06-13T16:47:31,6.62,20130613_164731.a
26.51,128.96,18,2013-06-13T13:24:46,5.69,20130613_132446.a
-43.93,-15.93,12,2013-06-07T20:13:16,5.72,20130607_201316.a
23.93,122.46,39,2013-06-07T16:38:04,5.74,20130607_163804.a
-11.47,166.0,47,2013-06-05T04:47:30,6.04,20130605_044730.a
45.33,151.19,30,2013-06-04T11:00:13,5.56,20130604_110013.a
7.37,124.84,13,2013-06-02T20:08:27,5.55,20130602_200827.a
23.84,120.82,19,2013-06-02T05:43:06,6.26,20130602_054306.a
-7.21,155.85,52,2013-06-01T17:32:52,5.51,20130601_173252.a
7.34,124.83,12,2013-06-01T14:10:07,5.66,20130601_141007.a
-54.67,-135.68,18,2013-05-27T11:06:16,5.54,20130527_110616.a
9.46,-82.67,20,2013-05-27T09:41:19,5.75,20130527_094119.a
14.53,53.7,18,2013-05-27T03:36:31,5.91,20130527_033631.a
39.94,67.26,27,2013-05-26T06:08:14,5.77,20130526_060814.a
40.23,-121.05,20,2013-05-24T03:47:12,5.72,20130524_034712.a
-13.82,-72.56,99,2013-05-21T23:02:47,5.74,20130521_230247.a
52.19,160.34,29,2013-05-21T05:43:26,6.15,20130521_054326.a
52.13,160.57,24,2013-05-21T04:59:40,5.71,20130521_045940.a
52.36,160.38,23,2013-05-21T03:08:23,5.84,20130521_030823.a
52.2,160.82,20,2013-05-21T03:05:55,5.8,20130521_030555.a
52.34,160.81,18,2013-05-21T01:55:12,6.0,20130521_015512.a
-44.95,-80.99,19,2013-05-20T09:49:09,6.3,20130520_094909.a
52.16,160.61,21,2013-05-19T18:44:14,5.94,20130519_184414.a
26.49,57.64,13,2013-05-18T10:57:48,5.51,20130518_105748.a
26.5,57.68,12,2013-05-18T10:03:18,5.54,20130518_100318.a
37.71,141.72,50,2013-05-18T05:48:03,6.02,20130518_054803.a
-53.12,22.66,12,2013-05-18T04:05:44,5.6,20130518_040544.a
-11.21,165.07,12,2013-05-17T06:43:19,5.66,20130517_064319.a
-57.75,-6.66,12,2013-05-16T05:57:02,5.68,20130516_055702.a
-4.66,152.92,63,2013-05-15T03:36:05,5.72,20130515_033605.a
0.78,92.49,34,2013-05-14T19:18:18,5.68,20130514_191818.a
26.51,57.66,12,2013-05-12T10:54:47,5.53,20130512_105447.a
13.25,-91.95,12,2013-05-12T07:30:02,5.71,20130512_073002.a
26.52,57.66,15,2013-05-12T00:07:01,5.59,20130512_000701.a
26.55,57.73,12,2013-05-11T02:08:12,6.16,20130511_020812.a
-29.02,-12.97,12,2013-05-10T19:56:10,5.77,20130510_195610.a
-19.62,175.08,12,2013-05-07T10:10:53,5.94,20130507_101053.a
33.02,75.6,20,2013-05-01T06:57:17,5.62,20130501_065717.a
37.6,-24.62,14,2013-04-30T06:25:27,5.81,20130430_062527.a
35.73,141.19,34,2013-04-29T13:01:48,5.64,20130429_130148.a
34.41,70.45,104,2013-04-24T09:25:31,5.52,20130424_092531.a
-3.82,152.32,14,2013-04-23T23:14:48,6.49,20130423_231448.a
51.05,179.44,20,2013-04-22T04:36:39,5.62,20130422_043639.a
18.05,-102.19,27,2013-04-22T01:16:35,6.08,20130422_011635.a
51.52,-177.95,48,2013-04-21T13:48:31,5.61,20130421_134831.a
49.97,157.58,23,2013-04-20T13:12:55,6.06,20130420_131255.a
-54.89,1.57,23,2013-04-20T05:12:04,5.84,20130420_051204.a
-5.16,152.25,47,2013-04-20T03:42:03,5.63,20130420_034203.a
30.22,103.12,22,2013-04-20T00:02:53,6.6,20130420_000253.a
49.92,157.95,18,2013-04-19T19:58:45,6.06,20130419_195845.a
-12.01,121.71,30,2013-04-19T17:51:46,5.83,20130419_175146.a
38.51,141.7,56,2013-04-17T12:03:34,5.93,20130417_120334.a
34.0,139.37,12,2013-04-17T08:57:36,5.73,20130417_085736.a
-2.62,138.78,33,2013-04-17T05:05:06,5.58,20130417_050506.a
27.88,62.38,46,2013-04-17T03:15:54,5.65,20130417_031554.a
-3.13,142.61,18,2013-04-16T22:55:33,6.6,20130416_225533.a
27.89,62.21,51,2013-04-16T10:44:32,7.74,20130416_104432.a
-6.73,154.47,21,2013-04-16T10:00:29,5.72,20130416_100029.a
-6.74,154.56,29,2013-04-14T01:32:27,6.54,20130414_013227.a
34.43,134.69,18,2013-04-12T20:33:20,5.88,20130412_203320.a
-17.17,174.96,24,2013-04-11T15:28:33,5.65,20130411_152833.a
20.82,122.06,12,2013-04-10T20:20:28,5.84,20130410_202028.a
28.27,51.62,12,2013-04-09T11:52:54,6.3,20130409_115254.a
-3.33,138.49,74,2013-04-06T04:42:41,6.97,20130406_044241.a
-55.76,-124.25,26,2013-04-05T22:31:45,5.53,20130405_223145.a
-40.19,45.32,12,2013-04-02T14:34:59,5.85,20130402_143459.a
39.5,143.43,21,2013-04-02T02:08:50,5.51,20130402_020850.a
39.56,143.23,23,2013-04-01T18:53:23,5.95,20130401_185323.a
-65.5,-177.63,12,2013-03-31T17:08:11,5.63,20130331_170811.a
-27.97,-176.12,13,2013-03-28T04:25:43,5.52,20130328_042543.a
23.91,120.84,23,2013-03-27T02:03:21,5.98,20130327_020321.a
-20.76,173.45,14,2013-03-24T08:13:49,6.05,20130324_081349.a
50.68,160.36,12,2013-03-24T04:18:38,6.02,20130324_041838.a
-59.1,-23.87,35,2013-03-19T03:29:03,5.98,20130319_032903.a
-6.47,149.91,37,2013-03-16T16:39:43,5.54,20130316_163943.a
60.23,163.61,12,2013-03-13T03:12:55,5.8,20130313_031255.a
-11.72,165.15,12,2013-03-11T17:12:16,5.55,20130311_171216.a
-6.71,148.37,12,2013-03-10T22:51:59,6.53,20130310_225159.a
-5.53,151.65,54,2013-03-10T16:49:22,5.69,20130310_164922.a
12.75,-91.21,12,2013-03-10T10:18:18,5.55,20130310_101818.a
50.64,157.64,46,2013-03-09T14:56:32,5.8,20130309_145632.a
24.33,121.4,12,2013-03-07T03:36:49,5.52,20130307_033649.a
-5.46,152.55,27,2013-03-05T06:06:39,5.8,20130305_060639.a
50.68,157.9,41,2013-03-01T13:20:55,6.54,20130301_132055.a
50.7,157.75,44,2013-03-01T12:53:58,6.37,20130301_125358.a
-10.96,165.67,45,2013-02-28T18:07:52,5.78,20130228_180752.a
50.83,157.93,45,2013-02-28T14:05:59,6.82,20130228_140559.a
-17.75,167.18,37,2013-02-28T03:09:49,5.87,20130228_030949.a
36.89,139.39,13,2013-02-25T07:23:57,5.8,20130225_072357.a
34.3,85.63,26,2013-02-25T05:11:11,5.58,20130225_051111.a
-32.13,-177.81,17,2013-02-24T20:54:09,5.69,20130224_205409.a
-11.84,165.04,12,2013-02-23T14:31:07,5.71,20130223_143107.a
-8.7,127.5,28,2013-02-23T11:09:23,5.78,20130223_110923.a
-10.58,165.19,24,2013-02-23T08:59:13,5.88,20130223_085913.a
18.5,-103.91,18,2013-02-20T21:23:12,5.57,20130220_212312.a
-10.82,166.97,12,2013-02-20T00:09:22,5.6,20130220_000922.a
-17.5,-173.03,46,2013-02-19T22:29:05,5.65,20130219_222905.a
-30.66,-177.88,50,2013-02-18T12:19:23,5.81,20130218_121923.a
5.75,-32.85,12,2013-02-18T03:40:53,5.59,20130218_034053.a
-10.86,165.61,17,2013-02-17T19:23:50,5.61,20130217_192350.a
-10.86,165.67,14,2013-02-17T19:18:56,5.52,20130217_191856.a
-19.86,-173.9,93,2013-02-15T03:02:26,5.71,20130215_030226.a
67.65,142.51,12,2013-02-14T13:13:59,6.67,20130214_131359.a
-10.92,164.42,12,2013-02-13T10:08:53,5.57,20130213_100853.a
-11.01,164.31,12,2013-02-12T23:32:33,5.57,20130212_233233.a
-11.04,165.46,12,2013-02-11T20:09:59,5.72,20130211_200959.a
-11.01,166.94,12,2013-02-11T09:40:23,5.79,20130211_094023.a
-11.02,165.32,12,2013-02-10T18:39:38,5.97,20130210_183938.a
-11.07,167.01,12,2013-02-10T01:30:48,5.59,20130210_013048.a
-10.97,165.69,12,2013-02-09T23:09:46,5.52,20130209_230946.a
-10.93,165.64,19,2013-02-09T21:02:32,6.59,20130209_210232.a
-10.91,165.81,20,2013-02-09T05:32:12,5.61,20130209_053212.a
-10.93,166.9,21,2013-02-08T18:07:50,5.93,20130208_180750.a
-10.72,165.92,24,2013-02-08T15:26:53,7.05,20130208_152653.a
-10.88,165.82,22,2013-02-08T15:00:16,5.8,20130208_150016.a
-10.91,165.81,12,2013-02-08T11:12:25,6.84,20130208_111225.a
-11.02,164.68,12,2013-02-08T09:09:05,5.5,20130208_090905.a
-10.92,165.74,12,2013-02-08T04:26:19,5.54,20130208_042619.a
-10.93,165.71,15,2013-02-07T19:48:24,5.8,20130207_194824.a
-10.94,165.59,15,2013-02-07T18:59:24,6.73,20130207_185924.a
-11.17,164.7,12,2013-02-07T08:03:44,5.81,20130207_080344.a
-15.73,-172.58,21,2013-02-07T07:19:59,5.83,20130207_071959.a
-11.87,165.05,12,2013-02-07T00:30:13,6.02,20130207_003013.a
-11.27,165.35,18,2013-02-06T22:20:24,5.61,20130206_222024.a
-10.72,166.61,12,2013-02-06T13:54:58,5.79,20130206_135458.a
-11.73,165.42,12,2013-02-06T12:44:34,5.89,20130206_124434.a
-11.34,165.54,16,2013-02-06T11:54:01,6.06,20130206_115401.a
-10.64,164.49,31,2013-02-06T11:24:05,5.66,20130206_112405.a
-10.63,165.14,23,2013-02-06T11:03:50,5.83,20130206_110350.a
-10.6,164.79,12,2013-02-06T10:33:21,5.87,20130206_103321.a
-10.76,165.21,20,2013-02-06T10:20:39,5.87,20130206_102039.a
-10.54,164.85,15,2013-02-06T06:53:21,5.91,20130206_065321.a
-10.69,164.43,13,2013-02-06T06:35:23,6.1,20130206_063523.a
-10.44,165.56,14,2013-02-06T01:54:23,6.98,20130206_015423.a
-11.32,164.86,22,2013-02-06T01:23:30,7.09,20130206_012330.a
-11.18,165.21,20,2013-02-06T01:12:55,7.91,20130206_011255.a
-10.9,165.18,12,2013-02-06T00:07:26,6.01,20130206_000726.a
-62.32,155.02,13,2013-02-05T19:09:39,5.5,20130205_190939.a
-11.04,165.19,12,2013-02-02T18:58:12,5.93,20130202_185812.a
29.35,142.24,30,2013-02-02T18:31:37,5.58,20130202_183137.a
-11.05,165.2,18,2013-02-02T04:16:21,5.84,20130202_041621.a
-11.24,165.3,14,2013-02-01T22:18:42,6.35,20130201_221842.a
-11.15,165.23,13,2013-02-01T22:16:44,6.4,20130201_221644.a
-11.34,165.39,18,2013-02-01T05:36:47,5.99,20130201_053647.a
-6.91,147.73,12,2013-02-01T02:17:26,5.76,20130201_021726.a
55.41,-135.14,12,2013-01-31T09:53:47,5.91,20130131_095347.a
-10.66,166.47,12,2013-01-31T03:57:59,5.76,20130131_035759.a
-10.64,166.48,12,2013-01-31T03:33:47,6.14,20130131_033347.a
-10.42,166.34,12,2013-01-30T23:03:49,6.06,20130130_230349.a
-28.09,-71.18,46,2013-01-30T20:15:50,6.77,20130130_201550.a
42.57,79.76,24,2013-01-28T16:38:56,6.18,20130128_163856.a
-16.08,-172.89,35,2013-01-27T09:59:35,5.69,20130127_095935.a
4.95,96.02,17,2013-01-21T22:22:55,6.1,20130121_222255.a
64.81,146.64,23,2013-01-20T10:48:49,5.64,20130120_104849.a
30.95,99.55,21,2013-01-18T12:42:52,5.57,20130118_124252.a
-62.6,-161.94,12,2013-01-15T16:09:43,6.08,20130115_160943.a
55.09,-134.73,20,2013-01-14T14:55:56,5.55,20130114_145556.a
25.88,-110.28,18,2013-01-13T16:28:27,5.7,20130113_162827.a
4.54,95.03,45,2013-01-10T13:47:06,5.68,20130110_134706.a
-56.97,-141.78,26,2013-01-09T21:46:02,5.57,20130109_214602.a
25.09,94.95,106,2013-01-09T01:41:54,5.83,20130109_014154.a
-34.4,179.18,15,2013-01-08T21:26:59,5.66,20130108_212659.a
39.62,25.61,15,2013-01-08T14:16:11,5.81,20130108_141611.a
55.69,-134.97,14,2013-01-05T08:58:31,7.53,20130105_085831.a
-9.16,118.74,98,2016-12-29T22:30:21,6.26,20161229_223021.a
36.82,140.52,12,2016-12-28T12:38:55,5.87,20161228_123855.a
38.4,-118.91,26,2016-12-28T09:13:52,5.72,20161228_091352.a
38.41,-118.93,24,2016-12-28T08:22:15,5.57,20161228_082215.a
38.4,-118.87,21,2016-12-28T08:18:06,5.69,20161228_081806.a
45.74,26.58,96,2016-12-27T23:20:58,5.61,20161227_232058.a
-43.41,-74.43,33,2016-12-25T14:22:38,7.57,20161225_142238.a
-5.36,153.37,42,2016-12-24T03:58:58,5.82,20161224_035858.a
-5.36,153.43,39,2016-12-24T01:32:20,5.92,20161224_013220.a
11.58,125.69,25,2016-12-22T03:02:29,5.5,20161222_030229.a
21.55,145.6,12,2016-12-21T16:44:01,5.91,20161221_164401.a
-10.24,160.77,20,2016-12-20T20:07:56,5.53,20161220_200756.a
-10.24,160.82,21,2016-12-20T12:33:18,5.9,20161220_123318.a
37.3,84.9,26,2016-12-20T10:04:43,5.55,20161220_100443.a
-6.01,153.5,22,2016-12-20T06:14:46,5.62,20161220_061446.a
-10.24,161.0,32,2016-12-20T04:21:34,6.38,20161220_042134.a
8.34,137.55,16,2016-12-18T09:47:08,6.11,20161218_094708.a
-6.51,154.31,21,2016-12-18T06:39:48,5.82,20161218_063948.a
-34.96,-108.0,22,2016-12-18T06:15:50,5.55,20161218_061550.a
-10.23,161.2,43,2016-12-18T05:46:27,5.86,20161218_054627.a
-5.87,153.71,34,2016-12-17T11:27:46,6.59,20161217_112746.a
-5.55,153.76,53,2016-12-17T10:51:56,7.88,20161217_105156.a
21.25,144.26,15,2016-12-14T21:15:04,5.57,20161214_211504.a
21.22,144.29,12,2016-12-14T02:01:25,6.02,20161214_020125.a
-11.07,161.48,13,2016-12-11T17:26:13,5.53,20161211_172613.a
-9.03,-109.88,15,2016-12-11T14:33:16,5.81,20161211_143316.a
-11.07,161.32,12,2016-12-10T02:45:42,5.8,20161210_024542.a
-10.3,161.27,49,2016-12-10T02:38:25,5.56,20161210_023825.a
-10.99,161.4,21,2016-12-09T21:38:26,5.83,20161209_213826.a
-11.02,161.23,12,2016-12-09T19:43:27,5.89,20161209_194327.a
-10.95,161.06,12,2016-12-09T19:10:26,6.91,20161209_191026.a
-10.77,161.29,23,2016-12-08T21:56:13,6.55,20161208_215613.a
-10.46,161.12,46,2016-12-08T17:39:00,7.8,20161208_173900.a
40.46,-126.46,21,2016-12-08T14:49:53,6.64,20161208_144953.a
43.98,86.32,20,2016-12-08T05:15:06,6.04,20161208_051506.a
5.28,96.22,18,2016-12-06T22:03:39,6.56,20161206_220339.a
11.25,-60.83,32,2016-12-06T21:42:26,5.93,20161206_214226.a
52.34,174.34,38,2016-12-03T09:23:37,5.97,20161203_092337.a
